name,latitude,longitude,user_rating,category,num_user_rated,vicinity,time
Amman Temple,12.9746792,80.1905608,4.8,hindu_temple,8,"2nd St, Balaji Nagar, Nanganallur, Chennai",60
Amman Temple,12.9655473,80.1702404,4.7,hindu_temple,7,"Sangavi Salai, Rajiv Gandhi Nagar, Pallavaram, Chennai",60
Arthanareeswarar Temple,12.984983,80.1883267,4.7,hindu_temple,1097,"4th Main Rd, Nanganallur, Chennai",60
Arulmigu Karaneeswarar Temple,13.02476,80.2231759,4.7,hindu_temple,3103,"1, Karaneeswarar Koil St, Suriyammapet, Saidapet, Chennai",60
Arulmigu Marundeeswarar Temple,12.9848721,80.2605869,4.7,hindu_temple,6591,"8, W Tank St, Lalitha Nagar, Thiruvanmiyur, Chennai",60
Arulmigu Maruntheeswarar Temple,12.7778037,79.9913814,4.7,hindu_temple,101,"Bharathiya Street, Thirukkachur, Kattankulathur",60
Arulmigu Ramar temple,13.0057564,80.2435513,4.2,hindu_temple,71,"2nd Street, Sriram Nagar, Tharamani, Chennai",60
Arulmigu Sri Parthasarathyswamy Temple,13.0538886,80.2770111,4.7,hindu_temple,13470,"Narayana Krishnaraja Puram, Triplicane, Chennai",60
Arulmigu Thiyagarajaswamy Temple,13.1614504,80.2995869,4.7,hindu_temple,2885,"Sannathi St, Gopal Nagar, Tiruvottiyur, Chennai",60
Ayyappan Temple,13.0189951,80.2681172,4.8,hindu_temple,2406,"82, Santhome Hwy Road, MRC Nagar, Raja Annamalai Puram, Chennai",60
Dhandeeswaram temple,12.9858183,80.2238753,4.6,hindu_temple,254,"1st Ave, Karunabigai Colony, Velachery, Chennai",60
Dharmalingeshwarar Temple,12.971563,80.186374,4.7,hindu_temple,301,"voltas colony main road, 50 ft road, Eswaran Colony, MMTC Colony, Nanganallur, Chennai",60
Ellaiyamman Temple,12.9701497,80.2370267,4.7,hindu_temple,10,"Ambedkar Nagar, Perungudi, Chennai",60
Ganesh Temple,13.0003312,80.2519063,4.7,hindu_temple,6,"60/56, Kasturba Nagar 3rd Cross St, Venkata Rathnam Nagar Extension, Venkata Rathinam Nagar, Adyar, Chennai",60
ganesha Temple,13.0249938,80.2592173,4.7,hindu_temple,7,"Chennai, Ramakrishna Nagar, Raja Annamalai Puram, Chennai",60
Gangadeeswarar Temple,13.0306667,80.1785053,4.2,hindu_temple,49,"Bajanai Kovil St, Mullai Nagar, Ramapuram, Chennai",60
Hrudayaaleeswarar Temple,13.1119451,80.0281219,4.8,hindu_temple,360,Thiruninravur,60
ISKCON,12.9061719,80.2418253,4.6,hindu_temple,10858,"Bhakti Vedanta Swami Road, Off ECR, Akkarai, Sholinganallur, Chennai",60
Jalakanteswarar Temple,13.001974,80.2417176,4.7,hindu_temple,198,"Delhi Ave, Indian Institute Of Technology, Chennai",60
Karapakkam Shivan Temple,12.9138419,80.2296553,4.6,hindu_temple,371,"Old Mahabalipuram Rd, Near Karapakkam Bus Stop, Karappakam, Chennai",60
Lord Nandheeswarar Temple,12.9946438,80.2004915,4.6,hindu_temple,201,"Pedestrian Overpass, TNGO Colony, Adambakkam, Chennai",60
Mangaleeshwarar Temple,13.0773796,80.2115161,4.2,hindu_temple,34,"782/464, National Highway 48, Arumbakkam, Chennai",60
Nagamariyamman Temple,13.0112652,80.2540296,0,hindu_temple,0,"1st Cres Park Rd, Gandhi Nagar, Adyar, Chennai",60
Raja Rajeshwari Temple,12.9895563,80.1916619,4.7,hindu_temple,334,"18th St, Thillaiganga Nagar, Nanganallur, Chennai",60
Sai Baba Temple,12.9989447,80.2071054,4.6,hindu_temple,36,"47, Link Rd, State Bank Colony, Guindy, Chennai",60
Selli Amman Temple Pond,12.9591575,80.1825371,4.5,hindu_temple,2,"Selli amman temple, Anbu Nagar, Keelkattalai, Chennai",60
Shiva Temple,13.1365722,80.132267,4.7,hindu_temple,246,"15/A, N Mada St, Thirumullaivoyal, Chennai",60
Shore Temple,12.6164515,80.1993321,4.6,place_of_worship,2622,Mahabalipuram,60
Shri Ashtalakshmi Temple,12.992607,80.2703938,4.5,hindu_temple,5066,"elliots beach, 6/21 paindi Amman Kovil, Besant Nagar, Chennai",60
"Shri Dhenupureeswarar Temple, Suyambu Lingam",12.8985977,80.1600266,4.8,hindu_temple,3528,"Madambakkam Main Rd, Madambakkam, Chennai",60
Shri Siddhi Vinayakar Temple,12.9743187,80.1847887,4.7,hindu_temple,15,"3rd Cross St, Lakshmi Nagar IV Stage, AGS Colony, Nanganallur, Chennai",60
Siddhivinayaka Temple,13.0299262,80.1866931,4.5,hindu_temple,2,"Mari Amman Koil St, Rayala Nagar, Ramapuram, Chennai",60
Siva Vishnu Temple,12.9713988,80.2180109,4.7,hindu_temple,212,"4th Cross St, Vijaya Nagar, Velachery, Chennai",60
Siva Vishnu Temple,13.0358799,80.2301333,4.6,hindu_temple,506,"2, Natesan Street, N Usman Rd, T. Nagar, Chennai",60
Sivan Temple,13.0239969,80.2521738,4.8,hindu_temple,12,"RA Puram, Nandanam, Chennai",60
Sivanandheswarar Temple.Padal petra temple,13.2451781,80.0955688,4.4,hindu_temple,31,"Sivanandheswarar Temple, Thirukkandalam",60
Sri Kaalikambal Temple,13.0943711,80.2891129,4.7,hindu_temple,4484,"212, Thambu Chetty St, near DHL Express Courier, Mannady, George Town, Chennai",60
SRI KURUNGALEESHWARAR TEMPLE,13.0729539,80.1973008,4.8,hindu_temple,167,"Virrugambakkam, Koyambedu, Chennai",60
Sri Mallikeswarar temple,13.0368545,80.2122543,4.7,hindu_temple,31,"near Metro Station, Zaffarkhanpet, Ashok Nagar, Chennai",60
Sri Navakkira Temple,13.0201746,80.2047008,0,hindu_temple,0,"No-1, 1st Pillaiyar Koil Street, Gandhi Nagar, Ambal Nagar, Ekkatuthangal, Chennai",60
Sri Rathnagiriswarar Temple,12.9966226,80.2670521,4.8,hindu_temple,918,"No 1, 6th Cross St, RBI Quarters, Besant Nagar, Chennai",60
Sri Thulaseeswarar Temple,12.7781646,79.9763285,4.9,hindu_temple,10,Appur R.F.,60
Sri Vedapureeswarar Temple,13.071588,80.1148152,4.7,hindu_temple,444,"Karpagambal Nagar, Tiruvallur District, Tiruverkadu",60
Thangavinayakar Temple,13.0347341,80.254204,4.5,hindu_temple,13,"Ramasamy Naicker Street, MIG Colony, Alwarpet, Chennai",60
Thiru Neelakandeswarar Temple,12.9602767,80.1821367,4.5,hindu_temple,67,"Eashwaran Koil St, Anbu Nagar, Keelkattalai, Chennai",60
Thrisulanathar Thirukkovil,12.9734702,80.1658456,4.6,hindu_temple,282,"Near Tirusulam Airport, Harbour quaters, Tirusulam, Chennai",60
Tirumala Tirupati Devasthanam,13.0358333,80.2363889,4.7,hindu_temple,8945,"No 26, Venkatanarayana Rd, Parthasarathi Puram, T. Nagar, Chennai",60
TNT025 - Thiruvanmiyur Shivan Temple(Padal Petra Temple),12.984957,80.2599861,4.6,hindu_temple,31,"34, East Coast Rd, Ambedkar Nagar, Kamaraj Nagar, Thiruvanmiyur, Chennai",60
Vadapalani Murugan Temple,13.0528421,80.2135209,4.7,hindu_temple,8118,"Palani Andavar Koil St, Vadapalani, Chennai",60
Vadapalani Murugan Temple,13.0528421,80.2135209,4.7,hindu_temple,8118,"Palani Andavar Koil St, Vadapalani, Chennai",60
"Vadaranyeswarar Swamy Temple மாந்தி கோயில்,Padal Petra Temple",13.1302742,79.7746536,4.7,hindu_temple,1175,"Thiruvalangadu Rd, Thiruvalangadu",60
Varashakthi Vinayagar Temple,12.9523562,80.2363014,4.5,hindu_temple,11,"Sri Sai Nagar, Oggiyamduraipakkam",60
Velleeswarar Temple,13.0325808,80.2694909,4.7,hindu_temple,870,"25, TSV Koil Street, Sankarapuram, Mylapore, Chennai",60
Vengeeswarar Temple,13.0487893,80.2124392,4.6,hindu_temple,1247,"36, Sannadhi St, Sarvamangala Colony, Aruna Colony, Vadapalani, Chennai",60
Vigneshwara Temple,13.0263099,80.2660434,4.5,hindu_temple,2,"S Canal Bank Rd, Jeth Nagar, Mandaveli, Chennai",60
Vinayak Temple,12.9873361,80.2341772,3.3,hindu_temple,4,"Temple Rd, Indian Institute Of Technology, Chennai",60
Vyagrapureeswarar Temple,12.7154047,79.9784214,4.5,hindu_temple,54,Thirutheri R.F.,60
Yoganarasimhar Temple,12.9838859,80.2224318,4.5,hindu_temple,17,"Velachery Main Rd, Ram Nagar, Murugapakkam, Velachery, Chennai",60
Amma Park,13.175975,80.204503,3.6,park,39,"Grant Lyon, Red Hills, Payasambakkam",60
Assisi Nagar Park,13.162469,80.2328442,4.7,park,7,"9th St, Assisi Nagar, Madhavaram, Chennai",60
Baby Nagar Park,12.9791078,80.2290039,3.5,park,410,"2nd Main Rd, Baby Nagar, Velachery, Chennai",60
Birla Avenue Park,13.1448167,80.2007981,4,park,167,"Surapet Main Rd, Iyappa Nagar Extension, Padmavathi Nagar, Puzhal, Chennai",60
Chennai Corporation Children's Park,12.9837322,80.2169678,3,park,33,"Ward No. 177, Zone. 40A, 2nd Main Rd, Gangai Nagar, Velachery, Chennai",60
Chennai Corporation Children's Park,12.9837988,80.2281936,4,park,30,"Shanthi 1st Cross St, VGP Seethapathy Nagar, Velachery, Chennai",60
Chennai Corporation Park,13.0890553,80.1931069,4.1,park,114,"Block No. 49A, Theravidam, Park Street, Welcome Colony, Anna Nagar West Extension, Chennai",60
Chennai Corporation Park,13.0956878,80.2573608,3.5,park,68,"Ward 176, Part 17, Park St, Pattalam, Conran Smith Nagar, Ethiraj Gardens, Purasaiwakkam, Chennai",60
Chennai Municipality Park,13.1238889,80.2004263,3.9,park,53,"Santhosh Nagar, Lakshmipuram, Chennai",60
Chennai Snake Park Trust,13.004233,80.2386284,4.1,zoo,5862,"Raj Bhavan post, Guindy, Chennai",60
Children's Park- Adambakkam,12.9846384,80.2047751,4,park,116,"zone.40.a, Ward No.177, Mandalam, Mahalakshmi Nagar, Adambakkam, 600088, 13, 1st Cross St, Lakshmi Nagar, Velachery, Chennai",60
Collector nagar Park,13.1490231,80.2005403,4,park,158,"2, Collector Nagar St, INTUC Nagar, Puzhal, Kadirvedu",60
Community Park,13.1236241,79.9206072,3.9,park,228,"Old NGGO Colony, Thiruvallur",60
Corporation Park,13.0304888,80.2157029,4.1,park,127,"12th Ave, Ragavan Colony, Mettuppalayam, Ashok Nagar, Chennai",60
Corporation Park,12.9950976,80.2665862,3.8,park,152,"Anna Colony, Besant Nagar, Chennai",60
Corporation Park,13.0272124,80.2448538,3.9,park,224,"7, Turnbulls Rd, Boat Club Area, Nandanam, Chennai",60
Corporation Park,12.9759144,80.2178486,3.4,park,36,"1st, Main Rd, BHEL Shakthi Nagar, Devi Karumariamman Nagar Extension, Velachery, Chennai",60
Corporation Park,12.9776329,80.2099875,4,park,152,"10, 4th Cross St, AGS Colony, Velachery, Chennai",60
Corporation park,12.9775986,80.2089722,4.6,park,140,"5th St, Saraswathi Nagar, AGS Colony, Adambakkam, Chennai",60
Dhandeeswaram park,12.9830709,80.2219467,3.7,park,122,"Velachery Bypass Road, No.74-A, Velachery Main Rd, Ram Nagar, Dhadeswaram Nagar, Velachery, Chennai",60
Gandhi Childrens Park,12.8528776,80.0647917,4,park,102,"11, NCK Avenure, Guduvanchery",60
Government Park,12.9907615,80.2173863,4.7,park,22,"Indira Gandhi Nagar, Velachery, Chennai",60
Guindy National Park,13.0049251,80.2378725,4.1,tourist_attraction,17061,"Rangeguindy, Chennai",60
Kids Park,12.981124,80.2214566,3.9,park,72,"Velachery Main Rd, Dhandeeswaram, Velachery, Chennai",60
Madhavaram Tree Park,13.1601854,80.2413147,4.3,park,85,"MMC Aavin Quarters, Madhavaram Milk Colony, Chennai",60
Millennium Park,13.094472,80.1920398,4.1,park,1852,"Park Rd, ONGC Housing, Anna Nagar West Extension, Chennai",60
Municipality Park,12.9543849,80.1434579,4.1,park,152,"Station Border Rd, Lakshmi Nagar, Shanthi Nagar, Chromepet, Chennai",60
Municipality Park,12.9741024,80.213953,3.8,park,35,"1st St, Srinivasa Nagar Extension, Ram Nagar, Velachery, Chennai",60
New Park,13.1302151,80.2853477,4.1,park,151,"Tondiarpet, Chennai",60
Park,13.016569,80.160384,3.9,park,51,"No.60, Vishwanathan Palani St, VGN Lakshmi Nagar, Mugalivakkam, Chennai",60
Park,13.0372939,80.1808674,4.1,park,500,"11th St, Chowthri Nagar, Nesapakkam, Chennai",60
Park,13.1096042,80.1060763,4.3,park,210,"Ram Nagar, Avadi",60
Park,13.0899344,80.1996471,4.2,park,151,"487, Bharathi Colony, J Block, Ajanta Colony, Anna Nagar, Chennai",60
Park,13.0703166,80.2276722,4.1,park,158,"Officers Colony, Aminjikarai, Chennai",60
Park,13.1575217,80.2273346,3.9,park,127,"6, Madavaram Red Hills Rd, Ring Road Housing Sector, Madhavaram, Manjampakkam",60
Park,13.1124138,80.1004735,4,park,47,"Nehru Nagar, TNHB Mig V Block, Avadi",60
Park,13.0067951,80.2520226,3.8,park,21,"Gandhi Nagar, Adyar, Chennai",60
Park,13.1575217,80.2273346,3.9,park,127,"6, Madavaram Red Hills Rd, Ring Road Housing Sector, Madhavaram, Manjampakkam",60
Park,13.1242193,80.2075174,3.6,park,53,"6/20, Tiru Vi Ka St Thenpalani Nagar, Tiru Vi Ka St, Thenpalani Nagar, Kolathur, Chennai",60
"Public Park, Kallikuppam",13.1345636,80.1774566,4,park,141,"Hindustan Motor Nagar, Sri Nagar, Kolathur, Chennai",60
Secretariat Colony Park,13.136236,80.2097783,4.1,park,340,"Secretariat Colony Main Rd, Secretariat Nagar, Lakshmipuram, Chennai",60
Senthil Nagar Childrens Park,13.1220761,80.2027182,3.8,park,106,"13th St, Periyarnagar, Senthil Nagar, Kolathur, Chennai",60
Siva sakthi Nagar Park,13.1448869,80.2335473,3.7,park,50,"Madavaram Red Hills Rd, Siva Sakthi Nagar, Madhavaram, Chennai",60
Surapet park,13.1572144,80.1961505,4.1,park,94,"Kathirvedu Puzhal India, 9, Ambattur Red Hills Rd, Puzhal, Kadirvedu",60
Thiruvalluvar Park,13.1596258,80.2075714,3.9,park,48,"Mettuppalaiyam Puzhal, Vadaperumbakkam",60
Tirumullaivoyal Park,13.1327387,80.1274032,4.3,park,130,"SS Nagar, Thirumullaivoyal, Chennai",60
VGP nagar park,13.1378211,80.2276072,3.8,park,165,"Madhavaram High Rd, Kanakan Chatram, Perambur, Chennai",60
Vinayagar Temple Children's Park,13.1212681,80.2025439,4.2,park,97,"10th St, Periyarnagar, RK Syndicate Nagar, Kolathur, Chennai",60
10 Square Mall,13.0704245,80.2027604,3.6,shopping_mall,425,"Ten Square Mall, SH 2, Koyambedu, Chennai",180
Abirami Mega Mall,13.0861507,80.2480438,3.8,shopping_mall,11466,"152, Purasawalkam High Rd, Lumbini Square, Purasaiwakkam, Chennai",180
Alsa Mall,13.0686817,80.2572632,3.8,shopping_mall,5337,"Montieth Road, Egmore, Chennai",180
Ampa Skywalk,13.0734711,80.2214432,4.1,shopping_mall,41097,"No:1, Nelson Manickam Road, 627, Poonamalee High Road, Aminjikarai, Chennai",180
Bergamo Mall,13.0607902,80.251193,4.1,shopping_mall,1498,"5/3, Khadar Navazkhan Road, Thousand Lights West, Thousand Lights, Chennai",180
BMR Mall,12.8432745,80.2271694,3.7,shopping_mall,703,Navalur,180
Challa Mall,13.0398658,80.242849,3.6,shopping_mall,996,"43, 25, Sir Theagaraya Rd, Parthasarathi Puram, T. Nagar, Chennai",180
Chandra Metro Mall,13.046769,80.1903895,4,shopping_mall,6431,"262, Arcot Rd, Near D Mart, Rajeswari Colony, Virugambakkam, Chennai",180
Express Avenue,13.0584546,80.2641844,4.4,shopping_mall,76793,"17, Pattullos Rd, Express Estate, Thousand Lights, Chennai",180
Forum Vijaya Mall,13.0498937,80.2095018,4.4,shopping_mall,80664,"183, Arcot Rd, Vadapalani, Chennai",180
Gemini Mall,13.0460756,80.2020055,3.7,shopping_mall,3,"Bharani Colony, Vijayaraghavapuram, Saligramam, Chennai",180
Gold Souk Grande,12.8767197,80.0796273,2.8,shopping_mall,80,"Chennai - Theni Hwy, Peerakankaranai",180
Grand Square,12.9719922,80.2201966,4,shopping_mall,25701,"137, Velachery - Tambaram Main Rd, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai",180
LooLU SHOPPING CENTRE,13.0960205,80.2910357,4.4,shopping_mall,9,"2/3, Mannady Street, Mannady, George Town, Chennai",180
Phoenix Marketcity,12.9904673,80.2169764,4.5,shopping_mall,84947,"142, Velachery Main Rd, Indira Gandhi Nagar, Velachery, Chennai",180
Ramee Mall,13.0428226,80.2486156,3.8,shopping_mall,4708,"365, Annai Salai, Poes Road, Subbarayan Nagar, Teynampet, Chennai, Tamil Nadu 600018, India, Chennai",180
Shopping Mall,12.9680037,80.1831264,4,shopping_mall,1,"Moovarasanpet, Bharathiyar Nagar, Keelkattalai, Chennai",180
Spectrum The Grand Venus Mall,13.1122705,80.2363842,4,shopping_mall,9931,"114, A, 114 B , 3rd floor, Paper Mills Road, Gopal Colony, Perambur, Chennai",180
Spencer Plaza Mall,13.0615102,80.2614606,3.9,shopping_mall,20619,"768-769, Anna Salai, Chennai",180
THE MARINA MALL,12.8360379,80.2293307,4.3,shopping_mall,15223,"Old Mahabalipuram Rd, Egattur",180
VIVIRA MALL,12.8504319,80.2262178,4,shopping_mall,7128,"33, Old Mahabalipuram Rd, Navalur",180
VR Chennai,13.0805465,80.197132,4.5,shopping_mall,45040,"Inner Ring Rd, Thirumangalam, Anna Nagar, Chennai",180
S Mall,13.0274084,80.2636165,3.8,shopping_mall,10,"No.2, 3, Devanathan St, Trustpakkam, Mandaveli, Chennai",180
Krishna Shopping Mall,12.9749172,80.2441681,4.1,shopping_mall,306,"Omr Food Street, No. 10, 2nd Gate, MGR Main Rd, Kandancavadi, Perungudi, Chennai",180
Yuvaraj Mall,12.8402931,79.7035894,0,shopping_mall,0,"Periya, Kanchipuram",180
Chengalpattu Fort,12.7005842,79.9777909,3.8,fort,6,"J C K Nagar, Chengalpattu",120
Chennai Fort MRTS,13.0832203,80.2827773,3.8,fort,9,"Muthuswamy Rd, Park Town, Chennai",120
Fashion Fort,12.9896011,80.2192562,5,fort,1,"Janakpuri 1st St, TN Police Housing Colony, Velachery, Chennai",120
Fort Indraprastha,12.9906001,80.2594695,4.2,fort,52,"45, Kalakshetra Rd, Sriram Nagar, Radhakrishnan Nagar, Thiruvanmiyur, Chennai",120
Fort St GEORGE Ramparts,13.0822783,80.2856072,0,fort,0,"Fort St George, Chennai",120
Fort St. George,13.0796439,80.2874492,4.2,fort,3858,"Rajaji Rd, near Legislature and Secretariat, Fort St George, Chennai",120
Kings fort mansion,13.031819,80.1420094,3.5,fort,17,"A5 gsr garden thelliyar agaram, Porur, Chennai",120
Advent Christian Church Sholinganallur,12.8895107,80.2307997,4.3,church,22,"Sathyavani Muthu St, Sholinganallur, Chennai",60
AFC Church,13.0787758,80.1777729,3,church,2,"No 1, 37, Church Road, Panneer Nagar, Mogappair East, Chennai",60
Apostolic Faith Church,13.0804599,80.1799436,4.5,church,76,"No 1, 37, Church Road, Panneer Nagar, Mogappair East, Mogappair, Chennai",60
Ascension Church,13.068474,80.2229408,4.5,church,272,"23, 4th St, Railway Colony, Aminjikarai, Chennai",60
Christ Church,13.06605,80.269964,4.3,church,16,"no 55, 56, Anna Salai, Border Thottam, Padupakkam, Triplicane, Chennai",60
Church Of The Good Shepherd (CSI),13.0449625,80.2605762,4.5,church,187,"67, Dr Radha Krishnan Salai, CIT Colony, Mylapore, Chennai",60
CSI Church Of Saint John The Baptist,13.0755799,80.2634291,4.4,church,46,"No.497, Pantheon Road, Egmore, Chennai",60
CSI Emmanuel Church,13.0926853,80.203083,4.6,church,55,"35, Church Street, Anna Nagar West, Thangam Colony, Anna Nagar, Chennai",60
CSI St. Paul's Church,12.9128308,80.0704274,3.9,church,54,"Mudichur Rd, Mudichur",60
CSI Wesley English Church,13.0075987,80.1956597,4.6,church,115,"4/2, St. Patrick's Church Road, St. Thomas Mount, Chennai",60
Emmanuel Methodist Church,13.0866534,80.2596398,4.6,church,162,"48-50, Jeremiah Rd, Vepery, Periyamet, Chennai",60
Faith Christian Church,13.065849,80.1885814,4.4,church,25,"No.2 A, Madha Koil Street, Nerkundrum Main Rd, Nerkundram, Chennai",60
Holy Cross Church,13.0332477,80.2396028,4.6,church,97,"90/24, Venkatanarayana Rd, Parthasarathi Puram, T. Nagar, Chennai",60
Holy trinity church,13.076042,80.1834831,4.5,church,150,"Golden George Nagar, Nerkundram, Chennai",60
Hope AG Church,12.9270059,80.1991174,4.6,church,130,"1, Velachery Road, Medavakkam, Chennai",60
Infant Jesus Church,12.972995,80.060032,4.3,church,10,"Kuzandaiyesu Nagar Church Street, Periyar Colony, Nandambakkam, Sirukalathur",60
Our Lady of Good Health Church,12.8908046,80.1949909,4.8,church,16,"Perumbakkam, Chennai",60
Our Lady of Light Shrine (Luz Church),13.038147,80.2624346,4.7,church,554,"156, Luz Church Rd, CIT Colony, Mylapore, Chennai",60
OUR SAVIOUR CHURCH - OSC,13.0370465,80.1228336,5,church,11,"OSC CHURCH, No. 35, 3rd west OSC church street, Chendurpuram, Indira Nagar, Kattupakkam, Chennai",60
Pallavaram Church of CHRIST,12.9677284,80.1480046,3.5,church,4,"111, Mariamman Koil St, Periyar Nagar, Pallavaram, Chennai",60
Rose of Sharon AG church,13.055462,80.2298854,4.6,church,175,"18, Zachariah Colony 2nd St, Minor Trustpuram, Choolaimedu, Chennai",60
Santhome Cathedral Basilica,13.033569,80.277822,4.7,church,9117,"38, Santhome High Rd, Dummingkuppam, Mylapore, Chennai",60
St Mathew's CSI Church,13.0343407,80.1535647,4.7,church,81,"8, CSI Church St, Jaya Nagar, Porur, Chennai",60
St. Andrew's Church (The Kirk),13.0795797,80.2640622,4.7,church,367,"Opp Daily Thanthi, #37, Poonamallee High Rd, Egmore, Chennai",60
St. Antony's Church,12.8674496,80.064205,4.5,church,68,"RC Church Street, PO, Velmurugan Nagar, Annai Anjugam Nagar, Urapakkam, West",60
St. Pius Church,12.9639193,80.2442127,4.6,church,149,"Church Rd, Ramappa Nagar, Kandancavadi, Perungudi, Chennai",60
St. Thomas Evangelical Church of India,13.079875,80.197834,4.6,church,26,"36, Pillaiyar Koil St, Anna Nagar West, Koyambedu, Chennai",60
St. Thomas' Garrison Church,13.0024034,80.1961558,4.6,church,304,"#1, Great Southern Trunk Rd, Mathas Nagar, St.Thomas Mount",60
The Church of Jesus Christ of Latter-Day Saints,13.0148364,80.2264059,4.5,church,84,"Old No. 8, New No. 23, Taluk Office Rd, Little Mount, Saidapet, Chennai",60
The Church Of Jesus Christ Of Latter-Days Saints,13.0850726,80.2127487,5,church,19,"74/223, 2nd Ave, Block Y, Y Block, Anna Nagar, Chennai",60
ECR Beach,12.8918404,80.2536424,4.4,beach,1927,"Sea Shell Ave, Akkarai, Panaiyur, Chennai",60
Edward Elliot's Beach,12.9988631,80.271761,4.4,beach,3321,"Edward Elliot's Beach, Tamil Nadu, India",60
Gandhi Beach,13.0401803,80.2812613,4.4,beach,246,"Gandhi Beach, India",60
Graveside Beach,12.7550862,80.2463065,4.3,beach,116,Kanchipuram,60
Kalpakkam Beach,12.4997247,80.1601553,4.3,beach,106,"Mosque Rd, Meiyur",60
Mahabalipuram Beach,12.6121234,80.1969215,4.4,beach,2405,"Mahabalipuram Beach, Tamil Nadu 603104, India",60
Marina Beach Photo Spot,13.0551109,80.2846086,4.4,beach,1576,"Marina Beach, Triplicane, Chennai",60
Olive Beach,12.9254561,80.2580138,4.2,beach,202,Chennai,60
Pallava Beach,12.6344609,80.2016286,4.4,beach,28,"Pallava Beach, Tamil Nadu 603104, India",60
Panaiyur Beach ECR,12.8827778,80.2522222,4.4,beach,1321,"3/338, Rajaji Road, Panaiyur, Chennai",60
Sai Beach Resort,12.699315,80.2255134,4.1,beach,7,Nemmeli,60
Thiruvalluvar Nagar Beach,12.9736122,80.2664556,4.4,beach,599,Chennai,60
Thiruvanmiyur Beach,12.9756151,80.2669676,4.5,beach,21586,"Water Land Dr Rd, Valmiki Nagar, Thiruvalluvar Nagar, Lakshman Perumal Nagar, Chennai",60
Tiruvottiyur Beach,13.169452,80.3114742,4,beach,56,"Tiruvottiyur Beach, Tamil Nadu 600019, India",60
Uthandi Beach,12.8713261,80.2507762,4.4,beach,205,Chennai,60
Beautiful Beach,12.9214993,80.2568178,4.2,beach,78,"Injambakkam, Harichandra 3rd Cross St, Cholamandal Artists Village, Injambakkam, Chennai",60
Enfour Beach,13.1326365,80.3017719,4.9,beach,11,"Fishing Harbour, Tondiarpet, Chennai",60
Covelong Beach,12.7870019,80.2504447,3.9,beach,33,"Covelong, Chennai",60
Adventure Aero Sports Association,12.963583,80.261626,5,adventure&game,2,"NO.305, Palkalai Nagar, Palavakkam",120
Adventure Aero Sports Association,12.9637439,80.2617798,4.3,adventure&game,40,"No. 305, 8th Cross St, Palkalai Nagar, Palavakkam, Chennai",120
Adventures India,13.0536743,80.2339281,4,adventure&game,2,"151, Kodambakkam High Rd, Parthsarathy Puram, T. Nagar, Chennai",120
"Apache adventure camp Head office-forest camping,tent camp,adventure tour camp in chennai",13.0336742,80.2296273,4.2,adventure&game,9,"#2, Police Quarter's Lane, T. Nagar, Chennai",120
Beach Adventures,12.6839933,80.2156624,4,adventure&game,85,"169/17, ECR, 5km from Crocodile Park, District-Chennai, Pattipulam",120
Chennai Adventure Club,13.0658532,80.2102307,4.9,adventure&game,20,"2/16 , 1st Floor, Ambalavanar St, Arumbakkam, Chennai",120
Freeing India,13.0552914,80.2498353,4.3,adventure&game,758,"123, Ispahani Centre, Nungambakkam High Rd, Chennai",120
Freeing India,12.99624,80.268823,4.4,adventure&game,485,"E21, 16th Cross St, GOCHS Colony, Besant Nagar, Chennai",120
Fun & Bowling,12.972018,80.220107,3.7,adventure&game,493,"No.137 Grand Mall 3rd Floor, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai",120
Fun 2 Play,12.9213642,80.0924279,4,adventure&game,37,"253/1C2B, First floor SSRComplex, Bharathi Nagar, Mudichur Rd, Tambaram West",120
Fun Park A/c,13.1253228,79.9109969,4.3,adventure&game,4,"149/1, JN Rd, Hariram Nagar, Poonga Nagar, Kakkalur",120
Fun Ulagam,12.9242093,80.1143513,3.6,adventure&game,232,"3D,Anop Building, Mudichur Road, IOB, West Tambaram, opposite LNC Textiles, Chennai",120
Heaven Explorer,13.1359352,80.156315,5,adventure&game,4,"5, 1, Ayirankatha Amman Nagar, Oragadam, Chennai",120
Kart Attack,12.8965339,80.2459793,4.1,adventure&game,1217,"3, Palm Garden Rd, Akkarai, Injambakkam, Chennai",120
Kartwheel - Kids Play & Party Zone,13.0025514,80.2552249,4.4,adventure&game,944,"New No.21, Old No.9 Balaram Road, Baktavatsalm Nagar, Adyar, Chennai",120
Kiddo Castle - Kids Play & Party Zone,12.9306847,80.2315297,4.2,adventure&game,375,"5, Land Mark:, State Highway 49A, 394, Old Mahabalipuram Rd, near Cognizant Technology Solutions, Oggiyamduraipakkam",120
Kidoos fun park,12.8497859,80.2261861,4.1,adventure&game,77,"OMR food street, near AGS cinemas, Chennai, Navalur",120
MAGIC Thrills & Adventures (P) Limited,12.7090085,80.2248995,4.2,adventure&game,33,"#451A, East Coast Road, Nemmeli Village, Thiruporur",120
Monkey Monk,12.6816423,80.2192844,4,adventure&game,265,"No. 109, ECR Road, Pattipulam, Village, Chennai",120
MOOSAA LAND,12.8492316,80.2258376,4,adventure&game,171,"92, Old Mahabalipuram Rd, Thirumalai Nagar Annexe, Navalur",120
